column,kind,missing_rate,flag_high_missing,flag_near_constant,corr,auc,rank_metric,cramers_v,fraud_rate_spread
V199,numeric,0.763553696616656,False,False,0.23102431150770394,0.61210527076016,0.61210527076016,,
V72,numeric,0.13055169844549055,False,False,0.16095093557360865,0.6118143008415321,0.6118143008415321,,
V60,numeric,0.13055169844549055,False,False,0.150951777637429,0.6110155721614795,0.6110155721614795,,
V71,numeric,0.13055169844549055,False,False,0.15684043831029035,0.6104507709386834,0.6104507709386834,,
V178,numeric,0.763553696616656,False,False,-0.016543436917623628,0.6099447591714259,0.6099447591714259,,
V212,numeric,0.763553696616656,False,False,-0.02113814144966936,0.6097948664944072,0.6097948664944072,,
V170,numeric,0.7632353439225116,False,False,0.2497944772456456,0.6095562503091311,0.6095562503091311,,
V64,numeric,0.13055169844549055,False,False,0.1503707302678575,0.6093384764440777,0.6093384764440777,,
V59,numeric,0.13055169844549055,False,False,0.15106152341152404,0.6093005102435415,0.6093005102435415,,
V63,numeric,0.13055169844549055,False,False,0.15335271668669617,0.6077580637310963,0.6077580637310963,,
V201,numeric,0.7632353439225116,False,False,0.32800503459815633,0.6077075567764754,0.6077075567764754,,
V246,numeric,0.7791343516103905,False,False,0.36687769909837226,0.6074882085657805,0.6074882085657805,,
V231,numeric,0.7791343516103905,False,False,0.04128936214795398,0.6073317385149566,0.6073317385149566,,
V179,numeric,0.763553696616656,False,False,-0.015904220881860526,0.6072033589651963,0.6072033589651963,,
V273,numeric,0.7791343516103905,False,False,0.015675660056657312,0.6071152025729509,0.6071152025729509,,
V213,numeric,0.763553696616656,False,False,-0.020601304839597972,0.6070086444635191,0.6070086444635191,,
V294,numeric,2.0320384732617603e-05,False,False,0.0042405043409351134,0.6046616219380667,0.6046616219380667,,
C11,numeric,0.0,False,False,0.027483734598876635,0.6044810745514736,0.6044810745514736,,
V317,numeric,2.0320384732617603e-05,False,False,0.005009759916373465,0.6043755770457971,0.6043755770457971,,
V228,numeric,0.7791343516103905,False,False,0.26886098278184223,0.6031777405145078,0.6031777405145078,,
V243,numeric,0.7791343516103905,False,False,0.21023818475957845,0.6011671200741775,0.6011671200741775,,
V200,numeric,0.7632353439225116,False,False,0.3187825140584428,0.6000178905994218,0.6000178905994218,,
D8,numeric,0.8731229044603245,False,False,-0.14263641015850032,0.5998369985527003,0.5998369985527003,,
V177,numeric,0.763553696616656,False,False,-0.013715499925933326,0.5997577798850312,0.5997577798850312,,
V211,numeric,0.763553696616656,False,False,-0.01857249281589311,0.5995308575164344,0.5995308575164344,,
V190,numeric,0.763553696616656,False,False,0.20514835499160297,0.5994788042407728,0.5994788042407728,,
V11,numeric,0.47293494090154775,False,False,-0.07194973041245233,0.5964145408039088,0.5964145408039088,,
V45,numeric,0.2861262573238053,False,False,0.2818319463764285,0.5963038570061642,0.5963038570061642,,
V10,numeric,0.47293494090154775,False,False,-0.07465802934887379,0.5962500182237398,0.5962500182237398,,
V176,numeric,0.763553696616656,False,False,0.16434304217518042,0.5954415566422941,0.5954415566422941,,
V187,numeric,0.763553696616656,False,False,0.02422824534339332,0.5951461200269155,0.5951461200269155,,
D1,numeric,0.0021488806854743116,False,False,-0.06719305903571177,0.5949028681480533,0.5949028681480533,,
id_01,numeric,0.7557608290716971,False,False,-0.12009888526804544,0.5932830024870022,0.5932830024870022,,
V280,numeric,2.0320384732617603e-05,False,False,-0.0007821870848123804,0.5921481622010607,0.5921481622010607,,
V244,numeric,0.7791343516103905,False,False,0.36412915896118997,0.5919922821530063,0.5919922821530063,,
V318,numeric,2.0320384732617603e-05,False,False,0.0009971344286089801,0.5919184604714498,0.5919184604714498,,
